rs_type,rs_ref,rs_text,citation_tree,citable_unit_cite_type,citable_unit_id,document_uri
person,gnd-118538969,Geßner,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-117031933,M. Huber,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118580337,Meisters,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-117031933,Huber,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-117031933,Huber,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
place,gnd-4115218-9,Montmorency,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-117031933,Huber,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-124093930,Herzogin von Choiseul,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
place,gnd-4044660-8,Paris,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118603426,Rousseaus,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
place,gnd-4115218-9,Montmorency,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118697765,Grimm,published_page,page,s03-pg117,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg117&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118697765,Grimmschen,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-119283530,Léonard,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-117371726,Süpfles,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-117371726,Süpfle,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-119283530,Nicolas Germain Léonard,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-119283530,Léonards,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Gessners,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
place,gnd-4011882-4,Deutschland,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118549553,Herder,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118621769,Theokrit,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-11737542X,Suphanschen,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118632477,Wieland,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118632477,Wielands,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Gessners,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118717758,Gleim,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Gessners,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg118,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg118&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118632477,Wieland,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118632477,Wieland,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118512315,Bodmer,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118656759,Bertola,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg119,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg119&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118538969,Gessners,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118538969,Geßnersche,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118580337,H. Meisters,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118538969,Salomon Geßner,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-117371726,Süpfle,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118525263,Diderots,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118580337,H. Meister,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118525263,Diderots,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg120,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg120&tree=published_page
person,gnd-117031933,Hubers,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118580337,Meister,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-117031933,Huber,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
place,gnd-4035206-7,Leipzig,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Geßnersche,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
place,gnd-4011882-4,Deutschland,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118632477,Wieland,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118632477,Wielands,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118540238,Goethes,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-116163542,v. Biedermann,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-116718846,Wilhelm Creizenach,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118540238,Goethe’s,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-116718846,Wilhelm Creizenach,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118607200,Scherers,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-116916567,L. Hirzel,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118572121,Lessingen,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Geßnern,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Geßnern,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
place,gnd-1302307541,Hause,published_page,page,s03-pg121,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg121&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
place,gnd-4044660-8,Paris,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
person,gnd-117322962,L. Usteri,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
person,gnd-118633600,Winckelmanns,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
place,gnd-4044660-8,Paris,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
organisation,gnd-122705-1,helvetischen Gesellschaft,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
place,gnd-4068038-1,Vaterstadt,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
person,gnd-116595671,Conrad,published_page,page,s03-pg122,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg122&tree=published_page
